seed,stage,pass,position,original_episode
20260758,selection_fit,1,16,23
20260758,selection_fit,1,17,20
20260758,selection_fit,1,18,11
20260758,selection_fit,1,19,3
20260758,selection_fit,1,20,35
20260758,selection_fit,1,21,8
20260758,selection_fit,1,22,19
20260758,selection_fit,1,23,12
20260758,selection_fit,1,24,1
20260758,selection_fit,1,25,17
20260758,selection_fit,1,26,13
20260758,selection_fit,1,27,18
20260758,selection_fit,1,28,30
20260758,selection_fit,1,29,5
20260758,selection_fit,1,30,37
20260758,selection_fit,1,31,28
20260758,selection_fit,1,32,29
20260758,selection_fit,1,33,2
20260758,selection_fit,1,34,4
20260758,selection_fit,1,35,27
20260758,selection_fit,1,36,31
20260758,selection_fit,1,37,22
20260758,all_history_refit,1,1,11
20260758,all_history_refit,1,2,1
20260758,all_history_refit,1,3,22
20260758,all_history_refit,1,4,58
20260758,all_history_refit,1,5,34
20260758,all_history_refit,1,6,54
20260758,all_history_refit,1,7,37
20260758,all_history_refit,1,8,28
20260758,all_history_refit,1,9,17
20260758,all_history_refit,1,10,4
20260758,all_history_refit,1,11,21
20260758,all_history_refit,1,12,41
20260758,all_history_refit,1,13,27
20260758,all_history_refit,1,14,35
20260758,all_history_refit,1,15,46
20260758,all_history_refit,1,16,15
20260758,all_history_refit,1,17,55
20260758,all_history_refit,1,18,38
20260758,all_history_refit,1,19,50
20260758,all_history_refit,1,20,44
20260758,all_history_refit,1,21,13
20260758,all_history_refit,1,22,14
20260758,all_history_refit,1,23,30
20260758,all_history_refit,1,24,45
20260758,all_history_refit,1,25,10
20260758,all_history_refit,1,26,25
20260758,all_history_refit,1,27,61
20260758,all_history_refit,1,28,5
20260758,all_history_refit,1,29,42
20260758,all_history_refit,1,30,52
20260758,all_history_refit,1,31,47
20260758,all_history_refit,1,32,48
20260758,all_history_refit,1,33,51
20260758,all_history_refit,1,34,32
20260758,all_history_refit,1,35,29
20260758,all_history_refit,1,36,20
20260758,all_history_refit,1,37,57
20260758,all_history_refit,1,38,43
20260758,all_history_refit,1,39,16
20260758,all_history_refit,1,40,36
20260758,all_history_refit,1,41,2
20260758,all_history_refit,1,42,59
20260758,all_history_refit,1,43,19
20260758,all_history_refit,1,44,31
20260758,all_history_refit,1,45,60
20260758,all_history_refit,1,46,24
20260758,all_history_refit,1,47,23
20260758,all_history_refit,1,48,49
20260758,all_history_refit,1,49,3
20260758,all_history_refit,1,50,18
20260758,all_history_refit,1,51,33
20260758,all_history_refit,1,52,53
20260758,all_history_refit,1,53,40
20260758,all_history_refit,1,54,9
20260758,all_history_refit,1,55,7
20260758,all_history_refit,1,56,12
20260758,all_history_refit,1,57,26
20260758,all_history_refit,1,58,56
20260758,all_history_refit,1,59,39
20260758,all_history_refit,1,60,6
20260758,all_history_refit,1,61,8
20260759,selection_fit,1,1,19
20260759,selection_fit,1,2,15
20260759,selection_fit,1,3,35
20260759,selection_fit,1,4,21
20260759,selection_fit,1,5,3
20260759,selection_fit,1,6,36
20260759,selection_fit,1,7,14
20260759,selection_fit,1,8,28
20260759,selection_fit,1,9,27
20260759,selection_fit,1,10,31
20260759,selection_fit,1,11,13
20260759,selection_fit,1,12,9
20260759,selection_fit,1,13,32
20260759,selection_fit,1,14,23
20260759,selection_fit,1,15,6
20260759,selection_fit,1,16,24
20260759,selection_fit,1,17,26
20260759,selection_fit,1,18,4
20260759,selection_fit,1,19,33
20260759,selection_fit,1,20,18
20260759,selection_fit,1,21,12
20260759,selection_fit,1,22,20
20260759,selection_fit,1,23,25
20260759,selection_fit,1,24,16
20260759,selection_fit,1,25,5
20260759,selection_fit,1,26,17
20260759,selection_fit,1,27,29
20260759,selection_fit,1,28,22
20260759,selection_fit,1,29,8
20260759,selection_fit,1,30,30
20260759,selection_fit,1,31,11
20260759,selection_fit,1,32,34
20260759,selection_fit,1,33,2
20260759,selection_fit,1,34,37
20260759,selection_fit,1,35,1
20260759,selection_fit,1,36,7
20260759,selection_fit,1,37,10
20260759,all_history_refit,1,1,57
20260759,all_history_refit,1,2,38
20260759,all_history_refit,1,3,31
20260759,all_history_refit,1,4,25
20260759,all_history_refit,1,5,49
20260759,all_history_refit,1,6,50
20260759,all_history_refit,1,7,1
20260759,all_history_refit,1,8,34
20260759,all_history_refit,1,9,24
20260759,all_history_refit,1,10,19
20260759,all_history_refit,1,11,20
20260759,all_history_refit,1,12,53
20260759,all_history_refit,1,13,22
20260759,all_history_refit,1,14,36
20260759,all_history_refit,1,15,46
20260759,all_history_refit,1,16,23
20260759,all_history_refit,1,17,8
20260759,all_history_refit,1,18,58
20260759,all_history_refit,1,19,26
20260759,all_history_refit,1,20,5
20260759,all_history_refit,1,21,21
20260759,all_history_refit,1,22,9
20260759,all_history_refit,1,23,11
20260759,all_history_refit,1,24,43
20260759,all_history_refit,1,25,17
20260759,all_history_refit,1,26,33
20260759,all_history_refit,1,27,3
20260759,all_history_refit,1,28,29
20260759,all_history_refit,1,29,42
20260759,all_history_refit,1,30,48
20260759,all_history_refit,1,31,10
20260759,all_history_refit,1,32,13
20260759,all_history_refit,1,33,4
20260759,all_history_refit,1,34,37
20260759,all_history_refit,1,35,30
20260759,all_history_refit,1,36,54
20260759,all_history_refit,1,37,41
20260759,all_history_refit,1,38,61
20260759,all_history_refit,1,39,15
20260759,all_history_refit,1,40,14
20260759,all_history_refit,1,41,56
20260759,all_history_refit,1,42,39
20260759,all_history_refit,1,43,52
20260759,all_history_refit,1,44,27
20260759,all_history_refit,1,45,40
20260759,all_history_refit,1,46,60
20260759,all_history_refit,1,47,44
20260759,all_history_refit,1,48,28
20260759,all_history_refit,1,49,59
20260759,all_history_refit,1,50,7
20260759,all_history_refit,1,51,35
20260759,all_history_refit,1,52,47
20260759,all_history_refit,1,53,45
20260759,all_history_refit,1,54,2
20260759,all_history_refit,1,55,16
20260759,all_history_refit,1,56,6
20260759,all_history_refit,1,57,51
20260759,all_history_refit,1,58,55
20260759,all_history_refit,1,59,12
20260759,all_history_refit,1,60,32
20260759,all_history_refit,1,61,18
20260760,selection_fit,1,1,13
20260760,selection_fit,1,2,31
20260760,selection_fit,1,3,17
20260760,selection_fit,1,4,19
20260760,selection_fit,1,5,29
20260760,selection_fit,1,6,8
20260760,selection_fit,1,7,18
20260760,selection_fit,1,8,23
20260760,selection_fit,1,9,6
20260760,selection_fit,1,10,21
20260760,selection_fit,1,11,24
20260760,selection_fit,1,12,22
20260760,selection_fit,1,13,2
20260760,selection_fit,1,14,33
20260760,selection_fit,1,15,4
20260760,selection_fit,1,16,36
20260760,selection_fit,1,17,25
20260760,selection_fit,1,18,7
20260760,selection_fit,1,19,37
20260760,selection_fit,1,20,35
20260760,selection_fit,1,21,14
20260760,selection_fit,1,22,27
20260760,selection_fit,1,23,20
20260760,selection_fit,1,24,3
20260760,selection_fit,1,25,5
20260760,selection_fit,1,26,30
20260760,selection_fit,1,27,9
20260760,selection_fit,1,28,10
20260760,selection_fit,1,29,12
20260760,selection_fit,1,30,26
20260760,selection_fit,1,31,28
20260760,selection_fit,1,32,32
20260760,selection_fit,1,33,15
20260760,selection_fit,1,34,11
20260760,selection_fit,1,35,16
20260760,selection_fit,1,36,1
20260760,selection_fit,1,37,34
20260760,all_history_refit,1,1,2
20260760,all_history_refit,1,2,9
20260760,all_history_refit,1,3,47
20260760,all_history_refit,1,4,42
20260760,all_history_refit,1,5,18
20260760,all_history_refit,1,6,13
20260760,all_history_refit,1,7,25
20260760,all_history_refit,1,8,60
20260760,all_history_refit,1,9,49
20260760,all_history_refit,1,10,37
20260760,all_history_refit,1,11,12
20260760,all_history_refit,1,12,44
20260760,all_history_refit,1,13,17
20260760,all_history_refit,1,14,39
20260760,all_history_refit,1,15,53
20260760,all_history_refit,1,16,43
20260760,all_history_refit,1,17,40
20260760,all_history_refit,1,18,61
20260760,all_history_refit,1,19,46
20260760,all_history_refit,1,20,59
20260760,all_history_refit,1,21,45
20260760,all_history_refit,1,22,33
20260760,all_history_refit,1,23,5
20260760,all_history_refit,1,24,35
20260760,all_history_refit,1,25,27
20260760,all_history_refit,1,26,52
20260760,all_history_refit,1,27,19
20260760,all_history_refit,1,28,34
20260760,all_history_refit,1,29,16
20260760,all_history_refit,1,30,57
20260760,all_history_refit,1,31,21
20260760,all_history_refit,1,32,6
20260760,all_history_refit,1,33,48
20260760,all_history_refit,1,34,29
20260760,all_history_refit,1,35,41
20260760,all_history_refit,1,36,36
20260760,all_history_refit,1,37,15
20260760,all_history_refit,1,38,3
20260760,all_history_refit,1,39,50
20260760,all_history_refit,1,40,24
20260760,all_history_refit,1,41,4
20260760,all_history_refit,1,42,38
20260760,all_history_refit,1,43,22
20260760,all_history_refit,1,44,10
20260760,all_history_refit,1,45,8
20260760,all_history_refit,1,46,31
20260760,all_history_refit,1,47,7
20260760,all_history_refit,1,48,1
20260760,all_history_refit,1,49,14
20260760,all_history_refit,1,50,51
20260760,all_history_refit,1,51,20
20260760,all_history_refit,1,52,28
20260760,all_history_refit,1,53,26
20260760,all_history_refit,1,54,30
20260760,all_history_refit,1,55,32
20260760,all_history_refit,1,56,58
20260760,all_history_refit,1,57,23
20260760,all_history_refit,1,58,55
20260760,all_history_refit,1,59,11
20260760,all_history_refit,1,60,54
20260760,all_history_refit,1,61,56
